node1	node2	MISIM_similarity_value
hsa-mir-146a	hsa-mir-98	0.2028
hsa-mir-146a	hsa-mir-92b	0.34
hsa-mir-146a	hsa-mir-432	0.1703
hsa-mir-146a	hsa-mir-411	0.0053
hsa-mir-146a	hsa-mir-335	0.3444
hsa-mir-146a	hsa-mir-29c	0.3932
hsa-mir-146a	hsa-mir-30d	0.4045
hsa-mir-146a	hsa-mir-187	0.1105
hsa-mir-146a	hsa-mir-301a	0.148
hsa-mir-146a	hsa-mir-199b	0.2684
hsa-mir-146a	hsa-mir-126	0.4104
hsa-mir-146a	hsa-mir-191	0.3293
hsa-mir-539	hsa-mir-93	0.25
hsa-mir-539	hsa-mir-20b	0.0259
hsa-mir-539	hsa-let-7i	0
hsa-mir-539	hsa-mir-151	0
hsa-mir-539	hsa-mir-431	0.6667
hsa-mir-539	hsa-mir-181c	0
hsa-mir-539	hsa-mir-429	0
hsa-mir-539	hsa-mir-381	0.5
hsa-mir-539	hsa-mir-10a	0
hsa-mir-539	hsa-mir-34b	0
hsa-mir-539	hsa-mir-136	0
hsa-mir-539	hsa-let-7b	0
hsa-mir-539	hsa-mir-222	0
hsa-mir-539	hsa-mir-21	0.0488
hsa-mir-539	hsa-mir-377	0
hsa-mir-539	hsa-mir-10b	0
hsa-mir-539	hsa-mir-23a	0.5
hsa-mir-539	hsa-mir-23b	0.25
hsa-mir-539	hsa-mir-33b	0
hsa-mir-539	hsa-mir-769	0
hsa-mir-539	hsa-mir-154	0
hsa-mir-539	hsa-mir-204	0
hsa-mir-539	hsa-mir-106b	0.1656
hsa-mir-539	hsa-mir-150	0
hsa-mir-539	hsa-mir-337	0
hsa-mir-539	hsa-mir-487b	0
hsa-mir-539	hsa-mir-215	0
hsa-mir-539	hsa-mir-212	0.3573
hsa-mir-539	hsa-mir-452	0
hsa-mir-539	hsa-mir-15a	0.1111
hsa-mir-539	hsa-mir-659	0.0833
hsa-mir-539	hsa-mir-497	0
hsa-mir-539	hsa-mir-423	0
hsa-mir-539	hsa-mir-143	0
hsa-mir-539	hsa-mir-323	0
hsa-mir-539	hsa-mir-152	0
hsa-mir-539	hsa-mir-330	0
hsa-mir-539	hsa-let-7e	0
hsa-mir-539	hsa-mir-223	0
hsa-mir-539	hsa-mir-34a	0
hsa-mir-539	hsa-let-7c	0
hsa-mir-539	hsa-mir-17	0.0037
hsa-mir-539	hsa-mir-146b	0.1667
hsa-mir-539	hsa-mir-501	0
hsa-mir-539	hsa-mir-296	0
hsa-mir-539	hsa-mir-186	0
hsa-mir-539	hsa-mir-370	0
hsa-mir-539	hsa-mir-125a	0
hsa-mir-539	hsa-mir-28	0
hsa-mir-539	hsa-mir-183	0
hsa-mir-539	hsa-mir-196b	0
hsa-mir-539	hsa-mir-195	0.0207
hsa-mir-539	hsa-mir-107	0.0125
hsa-mir-539	hsa-mir-192	0
hsa-mir-539	hsa-mir-301b	0
hsa-mir-539	hsa-mir-409	0
hsa-mir-539	hsa-mir-185	0
hsa-mir-539	hsa-mir-378	0
hsa-mir-539	hsa-mir-542	0
hsa-mir-539	hsa-mir-130b	0
hsa-mir-539	hsa-mir-135b	0
hsa-mir-539	hsa-mir-106a	0.2
hsa-mir-539	hsa-mir-148a	0
hsa-mir-539	hsa-mir-340	0
hsa-mir-539	hsa-mir-615	0
hsa-mir-539	hsa-mir-654	0
hsa-mir-539	hsa-mir-200c	0
hsa-mir-539	hsa-mir-148b	0.5
hsa-mir-539	hsa-mir-30a	0.0259
hsa-mir-539	hsa-mir-324	0
hsa-mir-539	hsa-mir-598	1
hsa-mir-539	hsa-mir-100	0
hsa-mir-539	hsa-mir-375	0
hsa-mir-539	hsa-mir-338	0
hsa-mir-539	hsa-mir-15b	0.2222
hsa-mir-539	hsa-mir-30e	0.0345
hsa-mir-539	hsa-mir-339	0
hsa-mir-539	hsa-mir-32	0
hsa-mir-539	hsa-mir-424	0
hsa-mir-539	hsa-mir-134	0.064
hsa-mir-539	hsa-mir-200a	0
hsa-mir-539	hsa-mir-18b	0
hsa-mir-539	hsa-mir-328	0
hsa-mir-539	hsa-mir-95	0.4
hsa-mir-539	hsa-mir-532	0
hsa-mir-539	hsa-mir-214	0
hsa-mir-539	hsa-mir-210	0
hsa-mir-539	hsa-mir-205	0
hsa-mir-539	hsa-mir-144	0
hsa-mir-539	hsa-mir-484	0.5
hsa-mir-539	hsa-mir-376c	0
hsa-mir-539	hsa-mir-99a	0
hsa-mir-539	hsa-mir-130a	0
hsa-mir-539	hsa-mir-27a	0.4
hsa-mir-539	hsa-mir-27b	0
hsa-mir-539	hsa-mir-454	0
hsa-mir-539	hsa-mir-362	0
hsa-mir-539	hsa-mir-182	0
hsa-mir-539	hsa-mir-98	0
hsa-mir-539	hsa-mir-92b	0.0259
hsa-mir-539	hsa-mir-432	0.5
hsa-mir-539	hsa-mir-411	0
hsa-mir-539	hsa-mir-335	0
hsa-mir-539	hsa-mir-29c	0.0188
hsa-mir-539	hsa-mir-30d	0.023
hsa-mir-539	hsa-mir-187	0
hsa-mir-539	hsa-mir-301a	0
hsa-mir-539	hsa-mir-199b	0
hsa-mir-539	hsa-mir-126	0
hsa-mir-539	hsa-mir-191	0
hsa-mir-93	hsa-mir-20b	0.5583
hsa-mir-93	hsa-let-7i	0.5212
hsa-mir-93	hsa-mir-151	0.5939
hsa-mir-93	hsa-mir-431	0.2295
hsa-mir-93	hsa-mir-181c	0.1688
hsa-mir-93	hsa-mir-429	0.6527
hsa-mir-93	hsa-mir-381	0.2
hsa-mir-93	hsa-mir-10a	0.318
hsa-mir-93	hsa-mir-34b	0.5546
hsa-mir-93	hsa-mir-136	0
hsa-mir-93	hsa-let-7b	0.4829
hsa-mir-93	hsa-mir-222	0.4625
hsa-mir-93	hsa-mir-21	0.4088
hsa-mir-93	hsa-mir-377	0.041
hsa-mir-93	hsa-mir-10b	0.484
hsa-mir-93	hsa-mir-23a	0.2176
hsa-mir-93	hsa-mir-23b	0.4075
hsa-mir-93	hsa-mir-33b	0.1251
hsa-mir-93	hsa-mir-769	0.0221
hsa-mir-93	hsa-mir-154	0.1502
hsa-mir-93	hsa-mir-204	0.3342
hsa-mir-93	hsa-mir-106b	0.774
hsa-mir-93	hsa-mir-150	0.2358
hsa-mir-93	hsa-mir-337	0.1081
hsa-mir-93	hsa-mir-487b	0
hsa-mir-93	hsa-mir-215	0.5887
hsa-mir-93	hsa-mir-212	0.2643
hsa-mir-93	hsa-mir-452	0.1067
hsa-mir-93	hsa-mir-15a	0.4416
hsa-mir-93	hsa-mir-659	0.0208
hsa-mir-93	hsa-mir-497	0.2627
hsa-mir-93	hsa-mir-423	0.0196
hsa-mir-93	hsa-mir-143	0.2824
hsa-mir-93	hsa-mir-323	0.2031
hsa-mir-93	hsa-mir-152	0.011
hsa-mir-93	hsa-mir-330	0
hsa-mir-93	hsa-let-7e	0.4655
hsa-mir-93	hsa-mir-223	0.4203
hsa-mir-93	hsa-mir-34a	0.5516
hsa-mir-93	hsa-let-7c	0.4217
hsa-mir-93	hsa-mir-17	0.5214
hsa-mir-93	hsa-mir-146b	0.5251
hsa-mir-93	hsa-mir-501	0
hsa-mir-93	hsa-mir-296	0.5284
hsa-mir-93	hsa-mir-186	0.159
hsa-mir-93	hsa-mir-370	0.1238
hsa-mir-93	hsa-mir-125a	0.411
hsa-mir-93	hsa-mir-28	0.0933
hsa-mir-93	hsa-mir-183	0.1895
hsa-mir-93	hsa-mir-196b	0.3392
hsa-mir-93	hsa-mir-195	0.2462
hsa-mir-93	hsa-mir-107	0.2555
hsa-mir-93	hsa-mir-192	0.1736
hsa-mir-93	hsa-mir-301b	0.1508
hsa-mir-93	hsa-mir-409	0.1216
hsa-mir-93	hsa-mir-185	0.0221
hsa-mir-93	hsa-mir-378	0.3469
hsa-mir-93	hsa-mir-542	0.0728
hsa-mir-93	hsa-mir-130b	0.201
hsa-mir-93	hsa-mir-135b	0.7119
hsa-mir-93	hsa-mir-106a	0.5281
hsa-mir-93	hsa-mir-148a	0.251
hsa-mir-93	hsa-mir-340	0.2919
hsa-mir-93	hsa-mir-615	0.0221
hsa-mir-93	hsa-mir-654	0.0221
hsa-mir-93	hsa-mir-200c	0.3999
hsa-mir-93	hsa-mir-148b	0.4627
hsa-mir-93	hsa-mir-30a	0.1222
hsa-mir-93	hsa-mir-324	0.0221
hsa-mir-93	hsa-mir-598	0.25
hsa-mir-93	hsa-mir-100	0.2991
hsa-mir-93	hsa-mir-375	0.147
hsa-mir-93	hsa-mir-338	0.6135
hsa-mir-93	hsa-mir-15b	0.3576
hsa-mir-93	hsa-mir-30e	0.3511
hsa-mir-93	hsa-mir-339	0.5447
hsa-mir-93	hsa-mir-32	0.3065
hsa-mir-93	hsa-mir-424	0.1124
hsa-mir-93	hsa-mir-134	0.0409
hsa-mir-93	hsa-mir-200a	0.6052
hsa-mir-93	hsa-mir-18b	0.5108
hsa-mir-93	hsa-mir-328	0
hsa-mir-93	hsa-mir-95	0.3875
hsa-mir-93	hsa-mir-532	0.3073
hsa-mir-93	hsa-mir-214	0.6427
hsa-mir-93	hsa-mir-210	0.2658
hsa-mir-93	hsa-mir-205	0.4443
hsa-mir-93	hsa-mir-144	0.1763
hsa-mir-93	hsa-mir-484	0.3054
hsa-mir-93	hsa-mir-376c	0.1026
hsa-mir-93	hsa-mir-99a	0.2999
hsa-mir-93	hsa-mir-130a	0.2841
hsa-mir-93	hsa-mir-27a	0.6466
hsa-mir-93	hsa-mir-27b	0.1554
hsa-mir-93	hsa-mir-454	0.1828
hsa-mir-93	hsa-mir-362	0
hsa-mir-93	hsa-mir-182	0.403
hsa-mir-93	hsa-mir-98	0.361
hsa-mir-93	hsa-mir-92b	0.4701
hsa-mir-93	hsa-mir-432	0.2
hsa-mir-93	hsa-mir-411	0.0124
hsa-mir-93	hsa-mir-335	0.2931
hsa-mir-93	hsa-mir-29c	0.2424
hsa-mir-93	hsa-mir-30d	0.6107
hsa-mir-93	hsa-mir-187	0.1046
hsa-mir-93	hsa-mir-301a	0.1508
hsa-mir-93	hsa-mir-199b	0.1973
hsa-mir-93	hsa-mir-126	0.3629
hsa-mir-93	hsa-mir-191	0.6005
hsa-mir-20b	hsa-let-7i	0.4251
hsa-mir-20b	hsa-mir-151	0.3777
hsa-mir-20b	hsa-mir-431	0.0468
hsa-mir-20b	hsa-mir-181c	0.1753
hsa-mir-20b	hsa-mir-429	0.4876
hsa-mir-20b	hsa-mir-381	0.0207
hsa-mir-20b	hsa-mir-10a	0.4762
hsa-mir-20b	hsa-mir-34b	0.5599
hsa-mir-20b	hsa-mir-136	0
hsa-mir-20b	hsa-let-7b	0.4001
hsa-mir-20b	hsa-mir-222	0.4456
hsa-mir-20b	hsa-mir-21	0.4088
hsa-mir-20b	hsa-mir-377	0
hsa-mir-20b	hsa-mir-10b	0.4907
hsa-mir-20b	hsa-mir-23a	0.0383
hsa-mir-20b	hsa-mir-23b	0.3279
hsa-mir-20b	hsa-mir-33b	0.1259
hsa-mir-20b	hsa-mir-769	0.0221
hsa-mir-20b	hsa-mir-154	0.3214
hsa-mir-20b	hsa-mir-204	0.4029
hsa-mir-20b	hsa-mir-106b	0.568
hsa-mir-20b	hsa-mir-150	0.2876
hsa-mir-20b	hsa-mir-337	0.2926
hsa-mir-20b	hsa-mir-487b	0
hsa-mir-20b	hsa-mir-215	0.3167
hsa-mir-20b	hsa-mir-212	0.2852
hsa-mir-20b	hsa-mir-452	0.1237
hsa-mir-20b	hsa-mir-15a	0.4459
hsa-mir-20b	hsa-mir-659	0.0286
hsa-mir-20b	hsa-mir-497	0.2757
hsa-mir-20b	hsa-mir-423	0.0196
hsa-mir-20b	hsa-mir-143	0.2783
hsa-mir-20b	hsa-mir-323	0.1984
hsa-mir-20b	hsa-mir-152	0.0065
hsa-mir-20b	hsa-mir-330	0
hsa-mir-20b	hsa-let-7e	0.4388
hsa-mir-20b	hsa-mir-223	0.3845
hsa-mir-20b	hsa-mir-34a	0.601
hsa-mir-20b	hsa-let-7c	0.4096
hsa-mir-20b	hsa-mir-17	0.5194
hsa-mir-20b	hsa-mir-146b	0.3685
hsa-mir-20b	hsa-mir-501	0
hsa-mir-20b	hsa-mir-296	0.2863
hsa-mir-20b	hsa-mir-186	0.1549
hsa-mir-20b	hsa-mir-370	0.1368
hsa-mir-20b	hsa-mir-125a	0.3975
hsa-mir-20b	hsa-mir-28	0.1283
hsa-mir-20b	hsa-mir-183	0.2591
hsa-mir-20b	hsa-mir-196b	0.3371
hsa-mir-20b	hsa-mir-195	0.5337
hsa-mir-20b	hsa-mir-107	0.2568
hsa-mir-20b	hsa-mir-192	0.2003
hsa-mir-20b	hsa-mir-301b	0.3672
hsa-mir-20b	hsa-mir-409	0.3292
hsa-mir-20b	hsa-mir-185	0.0221
hsa-mir-20b	hsa-mir-378	0.3689
hsa-mir-20b	hsa-mir-542	0.1539
hsa-mir-20b	hsa-mir-130b	0.2343
hsa-mir-20b	hsa-mir-135b	0.3497
hsa-mir-20b	hsa-mir-106a	0.4204
hsa-mir-20b	hsa-mir-148a	0.2778
hsa-mir-20b	hsa-mir-340	0.3064
hsa-mir-20b	hsa-mir-615	0.0221
hsa-mir-20b	hsa-mir-654	0.0221
hsa-mir-20b	hsa-mir-200c	0.4554
hsa-mir-20b	hsa-mir-148b	0.2993
hsa-mir-20b	hsa-mir-30a	0.2754
hsa-mir-20b	hsa-mir-324	0.0221
hsa-mir-20b	hsa-mir-598	0.0259
hsa-mir-20b	hsa-mir-100	0.2796
hsa-mir-20b	hsa-mir-375	0.3305
hsa-mir-20b	hsa-mir-338	0.3221
hsa-mir-20b	hsa-mir-15b	0.2564
hsa-mir-20b	hsa-mir-30e	0.5724
hsa-mir-20b	hsa-mir-339	0.3486
hsa-mir-20b	hsa-mir-32	0.177
hsa-mir-20b	hsa-mir-424	0.1143
hsa-mir-20b	hsa-mir-134	0.0317
hsa-mir-20b	hsa-mir-200a	0.5189
hsa-mir-20b	hsa-mir-18b	0.7753
hsa-mir-20b	hsa-mir-328	0
hsa-mir-20b	hsa-mir-95	0.273
hsa-mir-20b	hsa-mir-532	0.1235
hsa-mir-20b	hsa-mir-214	0.3701
hsa-mir-20b	hsa-mir-210	0.3159
hsa-mir-20b	hsa-mir-205	0.4031
hsa-mir-20b	hsa-mir-144	0.3324
hsa-mir-20b	hsa-mir-484	0.1552
hsa-mir-20b	hsa-mir-376c	0.1411
hsa-mir-20b	hsa-mir-99a	0.0958
hsa-mir-20b	hsa-mir-130a	0.1713
hsa-mir-20b	hsa-mir-27a	0.4903
hsa-mir-20b	hsa-mir-27b	0.21
hsa-mir-20b	hsa-mir-454	0.2064
hsa-mir-20b	hsa-mir-362	0
hsa-mir-20b	hsa-mir-182	0.2064
hsa-mir-20b	hsa-mir-98	0.429
hsa-mir-20b	hsa-mir-92b	0.6962
hsa-mir-20b	hsa-mir-432	0.0207
hsa-mir-20b	hsa-mir-411	0
hsa-mir-20b	hsa-mir-335	0.2105
hsa-mir-20b	hsa-mir-29c	0.5063
hsa-mir-20b	hsa-mir-30d	0.5393
hsa-mir-20b	hsa-mir-187	0.1699
hsa-mir-20b	hsa-mir-301a	0.3672
hsa-mir-20b	hsa-mir-199b	0.1922
hsa-mir-20b	hsa-mir-126	0.305
hsa-mir-20b	hsa-mir-191	0.4857
hsa-let-7i	hsa-mir-151	0.5187
hsa-let-7i	hsa-mir-431	0.0244
hsa-let-7i	hsa-mir-181c	0.2653
hsa-let-7i	hsa-mir-429	0.499
hsa-let-7i	hsa-mir-381	0.1362
hsa-let-7i	hsa-mir-10a	0.2205
hsa-let-7i	hsa-mir-34b	0.4471
hsa-let-7i	hsa-mir-136	0
hsa-let-7i	hsa-let-7b	0.8697
hsa-let-7i	hsa-mir-222	0.5676
hsa-let-7i	hsa-mir-21	0.4842
hsa-let-7i	hsa-mir-377	0.0269
hsa-let-7i	hsa-mir-10b	0.3491
hsa-let-7i	hsa-mir-23a	0
hsa-let-7i	hsa-mir-23b	0.1757
hsa-let-7i	hsa-mir-33b	0.2364
hsa-let-7i	hsa-mir-769	0
hsa-let-7i	hsa-mir-154	0.3013
hsa-let-7i	hsa-mir-204	0.1902
hsa-let-7i	hsa-mir-106b	0.4426
hsa-let-7i	hsa-mir-150	0.3639
hsa-let-7i	hsa-mir-337	0.1611
hsa-let-7i	hsa-mir-487b	0.1571
hsa-let-7i	hsa-mir-215	0.3974
hsa-let-7i	hsa-mir-212	0.1901
hsa-let-7i	hsa-mir-452	0.2214
hsa-let-7i	hsa-mir-15a	0.4172
hsa-let-7i	hsa-mir-659	0.0308
hsa-let-7i	hsa-mir-497	0.2984
hsa-let-7i	hsa-mir-423	0
hsa-let-7i	hsa-mir-143	0.4782
hsa-let-7i	hsa-mir-323	0.245
hsa-let-7i	hsa-mir-152	0.0342
hsa-let-7i	hsa-mir-330	0
hsa-let-7i	hsa-let-7e	0.9078
hsa-let-7i	hsa-mir-223	0.5495
hsa-let-7i	hsa-mir-34a	0.6526
hsa-let-7i	hsa-let-7c	0.9012
hsa-let-7i	hsa-mir-17	0.5678
hsa-let-7i	hsa-mir-146b	0.5299
hsa-let-7i	hsa-mir-501	0.1571
hsa-let-7i	hsa-mir-296	0.3637
hsa-let-7i	hsa-mir-186	0.2913
hsa-let-7i	hsa-mir-370	0.101
hsa-let-7i	hsa-mir-125a	0.4988
hsa-let-7i	hsa-mir-28	0.2366
hsa-let-7i	hsa-mir-183	0.3572
hsa-let-7i	hsa-mir-196b	0.337
hsa-let-7i	hsa-mir-195	0.3342
hsa-let-7i	hsa-mir-107	0.4771
hsa-let-7i	hsa-mir-192	0.3738
hsa-let-7i	hsa-mir-301b	0.1809
hsa-let-7i	hsa-mir-409	0.1436
hsa-let-7i	hsa-mir-185	0
hsa-let-7i	hsa-mir-378	0.2481
hsa-let-7i	hsa-mir-542	0.0855
hsa-let-7i	hsa-mir-130b	0.2696
hsa-let-7i	hsa-mir-135b	0.4803
hsa-let-7i	hsa-mir-106a	0.4648
hsa-let-7i	hsa-mir-148a	0.3155
hsa-let-7i	hsa-mir-340	0.1769
hsa-let-7i	hsa-mir-615	0
hsa-let-7i	hsa-mir-654	0
hsa-let-7i	hsa-mir-200c	0.3138
hsa-let-7i	hsa-mir-148b	0.1877
hsa-let-7i	hsa-mir-30a	0.3074
hsa-let-7i	hsa-mir-324	0
hsa-let-7i	hsa-mir-598	0
hsa-let-7i	hsa-mir-100	0.4027
hsa-let-7i	hsa-mir-375	0.1775
hsa-let-7i	hsa-mir-338	0.4259
hsa-let-7i	hsa-mir-15b	0.383
hsa-let-7i	hsa-mir-30e	0.464
hsa-let-7i	hsa-mir-339	0.3978
hsa-let-7i	hsa-mir-32	0.4604
hsa-let-7i	hsa-mir-424	0.1139
hsa-let-7i	hsa-mir-134	0.0077
hsa-let-7i	hsa-mir-200a	0.5207
hsa-let-7i	hsa-mir-18b	0.516
hsa-let-7i	hsa-mir-328	0.0362
hsa-let-7i	hsa-mir-95	0.4147
hsa-let-7i	hsa-mir-532	0.2174
hsa-let-7i	hsa-mir-214	0.603
hsa-let-7i	hsa-mir-210	0.3447
hsa-let-7i	hsa-mir-205	0.3912
hsa-let-7i	hsa-mir-144	0.2346
hsa-let-7i	hsa-mir-484	0.1081
hsa-let-7i	hsa-mir-376c	0.2523
hsa-let-7i	hsa-mir-99a	0.2369
hsa-let-7i	hsa-mir-130a	0.4002
hsa-let-7i	hsa-mir-27a	0.358
hsa-let-7i	hsa-mir-27b	0.2608
hsa-let-7i	hsa-mir-454	0.1678
hsa-let-7i	hsa-mir-362	0.1571
hsa-let-7i	hsa-mir-182	0.2352
hsa-let-7i	hsa-mir-98	0.5239
hsa-let-7i	hsa-mir-92b	0.5639
hsa-let-7i	hsa-mir-432	0.1362
hsa-let-7i	hsa-mir-411	0.0044
hsa-let-7i	hsa-mir-335	0.3895
hsa-let-7i	hsa-mir-29c	0.5029
hsa-let-7i	hsa-mir-30d	0.5354
hsa-let-7i	hsa-mir-187	0.0912
hsa-let-7i	hsa-mir-301a	0.1809
hsa-let-7i	hsa-mir-199b	0.3761
hsa-let-7i	hsa-mir-126	0.5591
hsa-let-7i	hsa-mir-191	0.6301
hsa-mir-151	hsa-mir-431	0
hsa-mir-151	hsa-mir-181c	0.1091
hsa-mir-151	hsa-mir-429	0.7419
hsa-mir-151	hsa-mir-381	0.25
hsa-mir-151	hsa-mir-10a	0.3857
hsa-mir-151	hsa-mir-34b	0.3157
hsa-mir-151	hsa-mir-136	0
hsa-mir-151	hsa-let-7b	0.4175
hsa-mir-151	hsa-mir-222	0.4357
hsa-mir-151	hsa-mir-21	0.2957
hsa-mir-151	hsa-mir-377	0.0383
hsa-mir-151	hsa-mir-10b	0.3826
hsa-mir-151	hsa-mir-23a	0.0221
hsa-mir-151	hsa-mir-23b	0.1741
hsa-mir-151	hsa-mir-33b	0.0823
hsa-mir-151	hsa-mir-769	0.0294
hsa-mir-151	hsa-mir-154	0.3443
hsa-mir-151	hsa-mir-204	0.5349
hsa-mir-151	hsa-mir-106b	0.4759
hsa-mir-151	hsa-mir-150	0.1056
hsa-mir-151	hsa-mir-337	0.1226
hsa-mir-151	hsa-mir-487b	0.3333
hsa-mir-151	hsa-mir-215	0.6433
hsa-mir-151	hsa-mir-212	0.0494
hsa-mir-151	hsa-mir-452	0.433
hsa-mir-151	hsa-mir-15a	0.222
hsa-mir-151	hsa-mir-659	0.0244
hsa-mir-151	hsa-mir-497	0.3104
hsa-mir-151	hsa-mir-423	0.0252
hsa-mir-151	hsa-mir-143	0.3839
hsa-mir-151	hsa-mir-323	0.1616
hsa-mir-151	hsa-mir-152	0.0081
hsa-mir-151	hsa-mir-330	0
hsa-mir-151	hsa-let-7e	0.4838
hsa-mir-151	hsa-mir-223	0.4215
hsa-mir-151	hsa-mir-34a	0.5081
hsa-mir-151	hsa-let-7c	0.4361
hsa-mir-151	hsa-mir-17	0.354
hsa-mir-151	hsa-mir-146b	0.4184
hsa-mir-151	hsa-mir-501	0.3333
hsa-mir-151	hsa-mir-296	0.5641
hsa-mir-151	hsa-mir-186	0.1212
hsa-mir-151	hsa-mir-370	0.0715
hsa-mir-151	hsa-mir-125a	0.5869
hsa-mir-151	hsa-mir-28	0.389
hsa-mir-151	hsa-mir-183	0.2989
hsa-mir-151	hsa-mir-196b	0.2016
hsa-mir-151	hsa-mir-195	0.2825
hsa-mir-151	hsa-mir-107	0.313
hsa-mir-151	hsa-mir-192	0.2069
hsa-mir-151	hsa-mir-301b	0.2435
hsa-mir-151	hsa-mir-409	0.0805
hsa-mir-151	hsa-mir-185	0.0294
hsa-mir-151	hsa-mir-378	0.1469
hsa-mir-151	hsa-mir-542	0.057
hsa-mir-151	hsa-mir-130b	0.1407
hsa-mir-151	hsa-mir-135b	0.6118
hsa-mir-151	hsa-mir-106a	0.299
hsa-mir-151	hsa-mir-148a	0.3705
hsa-mir-151	hsa-mir-340	0.069
hsa-mir-151	hsa-mir-615	0.0294
hsa-mir-151	hsa-mir-654	0.0294
hsa-mir-151	hsa-mir-200c	0.4648
hsa-mir-151	hsa-mir-148b	0.0604
hsa-mir-151	hsa-mir-30a	0.3167
hsa-mir-151	hsa-mir-324	0.0294
hsa-mir-151	hsa-mir-598	0
hsa-mir-151	hsa-mir-100	0.6119
hsa-mir-151	hsa-mir-375	0.2271
hsa-mir-151	hsa-mir-338	0.7213
hsa-mir-151	hsa-mir-15b	0.2465
hsa-mir-151	hsa-mir-30e	0.1857
hsa-mir-151	hsa-mir-339	0.5499
hsa-mir-151	hsa-mir-32	0.1277
hsa-mir-151	hsa-mir-424	0.189
hsa-mir-151	hsa-mir-134	0.039
hsa-mir-151	hsa-mir-200a	0.673
hsa-mir-151	hsa-mir-18b	0.3048
hsa-mir-151	hsa-mir-328	0.0625
hsa-mir-151	hsa-mir-95	0.3407
hsa-mir-151	hsa-mir-532	0.37
hsa-mir-151	hsa-mir-214	0.5993
hsa-mir-151	hsa-mir-210	0.5489
hsa-mir-151	hsa-mir-205	0.4218
hsa-mir-151	hsa-mir-144	0.1503
hsa-mir-151	hsa-mir-484	0.1987
hsa-mir-151	hsa-mir-376c	0.4376
hsa-mir-151	hsa-mir-99a	0.3134
hsa-mir-151	hsa-mir-130a	0.5674
hsa-mir-151	hsa-mir-27a	0.1936
hsa-mir-151	hsa-mir-27b	0.0974
hsa-mir-151	hsa-mir-454	0.1546
hsa-mir-151	hsa-mir-362	0.3333
hsa-mir-151	hsa-mir-182	0.4208
hsa-mir-151	hsa-mir-98	0.198
hsa-mir-151	hsa-mir-92b	0.392
hsa-mir-151	hsa-mir-432	0.25
hsa-mir-151	hsa-mir-411	0.0094
hsa-mir-151	hsa-mir-335	0.6056
hsa-mir-151	hsa-mir-29c	0.2715
hsa-mir-151	hsa-mir-30d	0.5375
hsa-mir-151	hsa-mir-187	0.0549
hsa-mir-151	hsa-mir-301a	0.2435
hsa-mir-151	hsa-mir-199b	0.3153
hsa-mir-151	hsa-mir-126	0.3966
hsa-mir-151	hsa-mir-191	0.243
hsa-mir-431	hsa-mir-181c	0
hsa-mir-431	hsa-mir-429	0
hsa-mir-431	hsa-mir-381	0.4
hsa-mir-431	hsa-mir-10a	0.0303
hsa-mir-431	hsa-mir-34b	0.0072
hsa-mir-431	hsa-mir-136	0
hsa-mir-431	hsa-let-7b	0.0213
hsa-mir-431	hsa-mir-222	0.0201
hsa-mir-431	hsa-mir-21	0.0628
hsa-mir-431	hsa-mir-377	0
hsa-mir-431	hsa-mir-10b	0
hsa-mir-431	hsa-mir-23a	0.4
hsa-mir-431	hsa-mir-23b	0.2222
hsa-mir-431	hsa-mir-33b	0
hsa-mir-431	hsa-mir-769	0
hsa-mir-431	hsa-mir-154	0
hsa-mir-431	hsa-mir-204	0
hsa-mir-431	hsa-mir-106b	0.1585
hsa-mir-431	hsa-mir-150	0.0118
hsa-mir-431	hsa-mir-337	0
hsa-mir-431	hsa-mir-487b	0
hsa-mir-431	hsa-mir-215	0
hsa-mir-431	hsa-mir-212	0.3476
hsa-mir-431	hsa-mir-452	0
hsa-mir-431	hsa-mir-15a	0.1678
hsa-mir-431	hsa-mir-659	0.0555
hsa-mir-431	hsa-mir-497	0.013
hsa-mir-431	hsa-mir-423	0
hsa-mir-431	hsa-mir-143	0.0424
hsa-mir-431	hsa-mir-323	0
hsa-mir-431	hsa-mir-152	0
hsa-mir-431	hsa-mir-330	0
hsa-mir-431	hsa-let-7e	0.0254
hsa-mir-431	hsa-mir-223	0.0201
hsa-mir-431	hsa-mir-34a	0.0154
hsa-mir-431	hsa-let-7c	0.0227
hsa-mir-431	hsa-mir-17	0.0143
hsa-mir-431	hsa-mir-146b	0.1615
hsa-mir-431	hsa-mir-501	0
hsa-mir-431	hsa-mir-296	0.25
hsa-mir-431	hsa-mir-186	0.0248
hsa-mir-431	hsa-mir-370	0
hsa-mir-431	hsa-mir-125a	0.0165
hsa-mir-431	hsa-mir-28	0.0909
hsa-mir-431	hsa-mir-183	0.0066
hsa-mir-431	hsa-mir-196b	0.2857
hsa-mir-431	hsa-mir-195	0.0383
hsa-mir-431	hsa-mir-107	0.0276
hsa-mir-431	hsa-mir-192	0.0055
hsa-mir-431	hsa-mir-301b	0
hsa-mir-431	hsa-mir-409	0
hsa-mir-431	hsa-mir-185	0
hsa-mir-431	hsa-mir-378	0.013
hsa-mir-431	hsa-mir-542	0
hsa-mir-431	hsa-mir-130b	0
hsa-mir-431	hsa-mir-135b	0.0049
hsa-mir-431	hsa-mir-106a	0.2073
hsa-mir-431	hsa-mir-148a	0.0093
hsa-mir-431	hsa-mir-340	0.0163
hsa-mir-431	hsa-mir-615	0
hsa-mir-431	hsa-mir-654	0
hsa-mir-431	hsa-mir-200c	0.0809
